i,j,x,y,Bx,By,Bz,psi,divB
57,2,0.449219,0.0195312,0.999822,7.3397e-05,0,-8.51459e-05,0.00237006
58,2,0.457031,0.0195312,0.999811,6.34189e-05,0,-7.30631e-05,0.00203189
59,2,0.464844,0.0195312,0.999802,5.28074e-05,0,-6.04837e-05,0.00168082
60,2,0.472656,0.0195312,0.999794,4.16568e-05,0,-4.74876e-05,0.0013189
61,2,0.480469,0.0195312,0.999788,3.00732e-05,0,-3.41606e-05,0.000948359
62,2,0.488281,0.0195312,0.999784,1.81728e-05,0,-2.05934e-05,0.00057155
63,2,0.496094,0.0195312,0.999782,6.07922e-06,0,-6.88074e-06,0.000190941
64,2,0.503906,0.0195312,0.999782,-6.07922e-06,0,6.88074e-06,-0.000190941
65,2,0.511719,0.0195312,0.999784,-1.81728e-05,0,2.05934e-05,-0.00057155
66,2,0.519531,0.0195312,0.999788,-3.00732e-05,0,3.41606e-05,-0.000948359
67,2,0.527344,0.0195312,0.999794,-4.16568e-05,0,4.74876e-05,-0.0013189
68,2,0.535156,0.0195312,0.999802,-5.28074e-05,0,6.04837e-05,-0.00168082
69,2,0.542969,0.0195312,0.999811,-6.34189e-05,0,7.30631e-05,-0.00203189
70,2,0.550781,0.0195312,0.999822,-7.3397e-05,0,8.51459e-05,-0.00237006
71,2,0.558594,0.0195312,0.999834,-8.26614e-05,0,9.66597e-05,-0.00269346
72,2,0.566406,0.0195312,0.999847,-9.11465e-05,0,0.000107539,-0.00300043
73,2,0.574219,0.0195312,0.999861,-9.88019e-05,0,0.000117729,-0.00328956
74,2,0.582031,0.0195312,0.999876,-0.000105593,0,0.00012718,-0.00355962
75,2,0.589844,0.0195312,0.999892,-0.000111499,0,0.000135853,-0.00380966
76,2,0.597656,0.0195312,0.999908,-0.000116514,0,0.000143718,-0.0040389
77,2,0.605469,0.0195312,0.999924,-0.000120646,0,0.000150753,-0.0042468
78,2,0.613281,0.0195312,0.99994,-0.000123912,0,0.000156943,-0.00443302
79,2,0.621094,0.0195312,0.999955,-0.00012634,0,0.000162282,-0.00459736
80,2,0.628906,0.0195312,0.999971,-0.000127967,0,0.00016677,-0.00473984
81,2,0.636719,0.0195312,0.999985,-0.000128836,0,0.000170413,-0.00486057
82,2,0.644531,0.0195312,1,-0.000128994,0,0.000173224,-0.00495984
83,2,0.652344,0.0195312,1.00001,-0.000128492,0,0.00017522,-0.005038
84,2,0.660156,0.0195312,1.00003,-0.000127383,0,0.000176425,-0.00509554
85,2,0.667969,0.0195312,1.00004,-0.000125723,0,0.000176863,-0.005133
86,2,0.675781,0.0195312,1.00005,-0.000123565,0,0.000176566,-0.00515101
87,2,0.683594,0.0195312,1.00006,-0.000120963,0,0.000175566,-0.00515027
88,2,0.691406,0.0195312,1.00007,-0.000117969,0,0.000173901,-0.0051315
89,2,0.699219,0.0195312,1.00007,-0.000114633,0,0.000171608,-0.00509552
90,2,0.707031,0.0195312,1.00008,-0.000111005,0,0.000168728,-0.00504313
91,2,0.714844,0.0195312,1.00008,-0.000107129,0,0.000165304,-0.00497523
92,2,0.722656,0.0195312,1.00009,-0.000103049,0,0.00016138,-0.00489272
93,2,0.730469,0.0195312,1.00009,-9.88069e-05,0,0.000157001,-0.00479653
94,2,0.738281,0.0195312,1.00009,-9.444e-05,0,0.000152215,-0.00468765
95,2,0.746094,0.0195312,1.00009,-8.99841e-05,0,0.000147067,-0.00456708
96,2,0.753906,0.0195312,1.00009,-8.54726e-05,0,0.000141606,-0.00443584
97,2,0.761719,0.0195312,1.00009,-8.09362e-05,0,0.000135878,-0.00429499
98,2,0.769531,0.0195312,1.00009,-7.64034e-05,0,0.000129933,-0.00414561
99,2,0.777344,0.0195312,1.00009,-7.19001e-05,0,0.000123816,-0.00398878
100,2,0.785156,0.0195312,1.00009,-6.74504e-05,0,0.000117574,-0.00382562
101,2,0.792969,0.0195312,1.00009,-6.30757e-05,0,0.000111251,-0.00365722
102,2,0.800781,0.0195312,1.00008,-5.87958e-05,0,0.000104891,-0.00348469
103,2,0.808594,0.0195312,1.00008,-5.4628e-05,0,9.85364e-05,-0.00330914
104,2,0.816406,0.0195312,1.00008,-5.05877e-05,0,9.22256e-05,-0.00313165
105,2,0.824219,0.0195312,1.00007,-4.66881e-05,0,8.59959e-05,-0.00295328
106,2,0.832031,0.0195312,1.00007,-4.29408e-05,0,7.98815e-05,-0.00277505
107,2,0.839844,0.0195312,1.00006,-3.9355e-05,0,7.39134e-05,-0.00259794
108,2,0.847656,0.0195312,1.00006,-3.59381e-05,0,6.81194e-05,-0.00242287
109,2,0.855469,0.0195312,1.00006,-3.26956e-05,0,6.25237e-05,-0.00225069
110,2,0.863281,0.0195312,1.00005,-2.96312e-05,0,5.71468e-05,-0.0020822
111,2,0.871094,0.0195312,1.00005,-2.67465e-05,0,5.20055e-05,-0.00191808
112,2,0.878906,0.0195312,1.00004,-2.40416e-05,0,4.71125e-05,-0.00175894
113,2,0.886719,0.0195312,1.00004,-2.15148e-05,0,4.24768e-05,-0.00160527
114,2,0.894531,0.0195312,1.00004,-1.91626e-05,0,3.81031e-05,-0.00145747
115,2,0.902344,0.0195312,1.00003,-1.69801e-05,0,3.39926e-05,-0.00131582
116,2,0.910156,0.0195312,1.00003,-1.49607e-05,0,3.01424e-05,-0.00118048
117,2,0.917969,0.0195312,1.00003,-1.30966e-05,0,2.65463e-05,-0.0010515
118,2,0.925781,0.0195312,1.00002,-1.13786e-05,0,2.31945e-05,-0.000928807
119,2,0.933594,0.0195312,1.00002,-9.79645e-06,0,2.00738e-05,-0.000812206
120,2,0.941406,0.0195312,1.00002,-8.33862e-06,0,1.71683e-05,-0.000701402
121,2,0.949219,0.0195312,1.00002,-6.99276e-06,0,1.44592e-05,-0.000595988
122,2,0.957031,0.0195312,1.00002,-5.74562e-06,0,1.19253e-05,-0.000495462
123,2,0.964844,0.0195312,1.00001,-4.58323e-06,0,9.54341e-06,-0.00039923
124,2,0.972656,0.0195312,1.00001,-3.49102e-06,0,7.2883e-06,-0.000306624
125,2,0.980469,0.0195312,1.00001,-2.4539e-06,0,5.13336e-06,-0.000216907
126,2,0.988281,0.0195312,1.00001,-1.45641e-06,0,3.05083e-06,-0.000129293
127,2,0.996094,0.0195312,1.00001,-4.82811e-07,0,1.01206e-06,-4.29548e-05
0,3,0.00390625,0.0273438,1.00001,6.87015e-07,0,-1.08276e-06,4.53125e-05
1,3,0.0117188,0.0273438,1.00001,2.07225e-06,0,-3.26313e-06,0.000136359
2,3,0.0195312,0.0273438,1.00001,3.49102e-06,0,-5.4879e-06,0.000228663
3,3,0.0273438,0.0273438,1.00001,4.96542e-06,0,-7.78608e-06,0.000323035
4,3,0.0351562,0.0273438,1.00002,6.51715e-06,0,-1.01858e-05,0.000420251
5,3,0.0429688,0.0273438,1.00002,8.16737e-06,0,-1.27138e-05,0.000521028
6,3,0.0507812,0.0273438,1.00002,9.93653e-06,0,-1.53955e-05,0.000626022
7,3,0.0585938,0.0273438,1.00002,1.18442e-05,0,-1.82541e-05,0.000735808
8,3,0.0664062,0.0273438,1.00002,1.39089e-05,0,-2.13107e-05,0.00085087
9,3,0.0742188,0.0273438,1.00003,1.6148e-05,0,-2.45839e-05,0.000971595
10,3,0.0820312,0.0273438,1.00003,1.85775e-05,0,-2.80892e-05,0.00109826
11,3,0.0898438,0.0273438,1.00003,2.12119e-05,0,-3.18393e-05,0.00123105
12,3,0.0976562,0.0273438,1.00003,2.40639e-05,0,-3.58434e-05,0.00137
13,3,0.105469,0.0273438,1.00004,2.71446e-05,0,-4.0107e-05,0.00151505
14,3,0.113281,0.0273438,1.00004,3.0463e-05,0,-4.46322e-05,0.00166602
15,3,0.121094,0.0273438,1.00005,3.40261e-05,0,-4.9417e-05,0.00182263
16,3,0.128906,0.0273438,1.00005,3.78385e-05,0,-5.44557e-05,0.00198446
17,3,0.136719,0.0273438,1.00005,4.19027e-05,0,-5.97385e-05,0.002151
18,3,0.144531,0.0273438,1.00006,4.62187e-05,0,-6.52516e-05,0.00232165
19,3,0.152344,0.0273438,1.00006,5.07842e-05,0,-7.09776e-05,0.00249571
20,3,0.160156,0.0273438,1.00007,5.55939e-05,0,-7.6895e-05,0.00267239
21,3,0.167969,0.0273438,1.00007,6.06403e-05,0,-8.29788e-05,0.00285084
22,3,0.175781,0.0273438,1.00008,6.59131e-05,0,-8.92006e-05,0.00303015
23,3,0.183594,0.0273438,1.00008,7.13992e-05,0,-9.55287e-05,0.00320935
24,3,0.191406,0.0273438,1.00008,7.70828e-05,0,-0.000101929,0.00338743
25,3,0.199219,0.0273438,1.00009,8.29454e-05,0,-0.000108363,0.00356334
26,3,0.207031,0.0273438,1.00009,8.89656e-05,0,-0.000114792,0.00373602
27,3,0.214844,0.0273438,1.00009,9.5119e-05,0,-0.000121174,0.00390439
28,3,0.222656,0.0273438,1.0001,0.000101378,0,-0.000127466,0.00406736
29,3,0.230469,0.0273438,1.0001,0.000107714,0,-0.000133622,0.00422383
30,3,0.238281,0.0273438,1.0001,0.000114091,0,-0.000139597,0.00437273
31,3,0.246094,0.0273438,1.0001,0.000120475,0,-0.000145344,0.00451299
32,3,0.253906,0.0273438,1.0001,0.000126825,0,-0.000150817,0.00464353
33,3,0.261719,0.0273438,1.0001,0.000133099,0,-0.000155966,0.00476334
34,3,0.269531,0.0273438,1.00009,0.000139249,0,-0.000160747,0.00487139
35,3,0.277344,0.0273438,1.00009,0.000145226,0,-0.000165111,0.00496669
36,3,0.285156,0.0273438,1.00009,0.000150976,0,-0.000169013,0.00504828
37,3,0.292969,0.0273438,1.00008,0.000156442,0,-0.000172408,0.00511522
38,3,0.300781,0.0273438,1.00008,0.000161562,0,-0.000175251,0.00516661
39,3,0.308594,0.0273438,1.00007,0.000166272,0,-0.000177502,0.00520157
40,3,0.316406,0.0273438,1.00006,0.000170504,0,-0.000179118,0.00521927
41,3,0.324219,0.0273438,1.00005,0.000174187,0,-0.000180061,0.00521891
42,3,0.332031,0.0273438,1.00004,0.000177246,0,-0.000180296,0.00519974
43,3,0.339844,0.0273438,1.00003,0.000179606,0,-0.000179789,0.00516106
44,3,0.347656,0.0273438,1.00001,0.000181191,0,-0.000178509,0.00510223
45,3,0.355469,0.0273438,0.999999,0.000181922,0,-0.000176429,0.00502268
46,3,0.363281,0.0273438,0.999984,0.000181724,0,-0.000173528,0.0049219
47,3,0.371094,0.0273438,0.999969,0.000180524,0,-0.000169786,0.00479952
48,3,0.378906,0.0273438,0.999953,0.000178255,0,-0.000165191,0.00465524
49,3,0.386719,0.0273438,0.999936,0.000174855,0,-0.000159736,0.0044889
50,3,0.394531,0.0273438,0.999919,0.000170271,0,-0.00015342,0.00430048
51,3,0.402344,0.0273438,0.999903,0.000164465,0,-0.000146249,0.00409015
52,3,0.410156,0.0273438,0.999886,0.000157409,0,-0.000138238,0.00385822
53,3,0.417969,0.0273438,0.99987,0.000149092,0,-0.000129407,0.00360525
54,3,0.425781,0.0273438,0.999854,0.000139523,0,-0.000119787,0.00333196
55,3,0.433594,0.0273438,0.999839,0.000128729,0,-0.000109418,0.00303934
56,3,0.441406,0.0273438,0.999825,0.000116759,0,-9.83474e-05,0.00272859
57,3,0.449219,0.0273438,0.999813,0.000103684,0,-8.66327e-05,0.00240115
58,3,0.457031,0.0273438,0.999801,8.95969e-05,0,-7.43393e-05,0.00205868
59,3,0.464844,0.0273438,0.999792,7.46112e-05,0,-6.15407e-05,0.00170309
60,3,0.472656,0.0273438,0.999784,5.88605e-05,0,-4.83179e-05,0.00133644
61,3,0.480469,0.0273438,0.999778,4.24951e-05,0,-3.47581e-05,0.000961005
62,3,0.488281,0.0273438,0.999773,2.568e-05,0,-2.09538e-05,0.000579187
63,3,0.496094,0.0273438,0.999771,8.59073e-06,0,-7.00116e-06,0.000193495
64,3,0.503906,0.0273438,0.999771,-8.59073e-06,0,7.00116e-06,-0.000193495
65,3,0.511719,0.0273438,0.999773,-2.568e-05,0,2.09538e-05,-0.000579187
66,3,0.519531,0.0273438,0.999778,-4.24951e-05,0,3.47581e-05,-0.000961005
67,3,0.527344,0.0273438,0.999784,-5.88605e-05,0,4.83179e-05,-0.00133644
68,3,0.535156,0.0273438,0.999792,-7.46112e-05,0,6.15407e-05,-0.00170309
69,3,0.542969,0.0273438,0.999801,-8.95969e-05,0,7.43393e-05,-0.00205868
70,3,0.550781,0.0273438,0.999813,-0.000103684,0,8.66327e-05,-0.00240115
71,3,0.558594,0.0273438,0.999825,-0.000116759,0,9.83474e-05,-0.00272859
72,3,0.566406,0.0273438,0.999839,-0.000128729,0,0.000109418,-0.00303934
73,3,0.574219,0.0273438,0.999854,-0.000139523,0,0.000119787,-0.00333196
74,3,0.582031,0.0273438,0.99987,-0.000149092,0,0.000129407,-0.00360525
75,3,0.589844,0.0273438,0.999886,-0.000157409,0,0.000138238,-0.00385822
76,3,0.597656,0.0273438,0.999903,-0.000164465,0,0.000146249,-0.00409015
77,3,0.605469,0.0273438,0.999919,-0.000170271,0,0.00015342,-0.00430048
78,3,0.613281,0.0273438,0.999936,-0.000174855,0,0.000159736,-0.0044889
79,3,0.621094,0.0273438,0.999953,-0.000178255,0,0.000165191,-0.00465524
80,3,0.628906,0.0273438,0.999969,-0.000180524,0,0.000169786,-0.00479952
81,3,0.636719,0.0273438,0.999984,-0.000181724,0,0.000173528,-0.0049219
82,3,0.644531,0.0273438,0.999999,-0.000181922,0,0.000176429,-0.00502268
83,3,0.652344,0.0273438,1.00001,-0.000181191,0,0.000178509,-0.00510223
84,3,0.660156,0.0273438,1.00003,-0.000179606,0,0.000179789,-0.00516106
85,3,0.667969,0.0273438,1.00004,-0.000177246,0,0.000180296,-0.00519974
86,3,0.675781,0.0273438,1.00005,-0.000174187,0,0.000180061,-0.00521891
87,3,0.683594,0.0273438,1.00006,-0.000170504,0,0.000179118,-0.00521927
88,3,0.691406,0.0273438,1.00007,-0.000166272,0,0.000177502,-0.00520157
89,3,0.699219,0.0273438,1.00008,-0.000161562,0,0.000175251,-0.00516661
90,3,0.707031,0.0273438,1.00008,-0.000156442,0,0.000172408,-0.00511522
91,3,0.714844,0.0273438,1.00009,-0.000150976,0,0.000169013,-0.00504828
92,3,0.722656,0.0273438,1.00009,-0.000145226,0,0.000165111,-0.00496669
93,3,0.730469,0.0273438,1.00009,-0.000139249,0,0.000160747,-0.00487139
94,3,0.738281,0.0273438,1.0001,-0.000133099,0,0.000155966,-0.00476334
95,3,0.746094,0.0273438,1.0001,-0.000126825,0,0.000150817,-0.00464353
96,3,0.753906,0.0273438,1.0001,-0.000120475,0,0.000145344,-0.00451299
97,3,0.761719,0.0273438,1.0001,-0.000114091,0,0.000139597,-0.00437273
98,3,0.769531,0.0273438,1.0001,-0.000107714,0,0.000133622,-0.00422383
99,3,0.777344,0.0273438,1.0001,-0.000101378,0,0.000127466,-0.00406736
100,3,0.785156,0.0273438,1.00009,-9.5119e-05,0,0.000121174,-0.00390439
101,3,0.792969,0.0273438,1.00009,-8.89656e-05,0,0.000114792,-0.00373602
102,3,0.800781,0.0273438,1.00009,-8.29454e-05,0,0.000108363,-0.00356334
103,3,0.808594,0.0273438,1.00008,-7.70828e-05,0,0.000101929,-0.00338743
104,3,0.816406,0.0273438,1.00008,-7.13992e-05,0,9.55287e-05,-0.00320935
105,3,0.824219,0.0273438,1.00008,-6.59131e-05,0,8.92006e-05,-0.00303015
106,3,0.832031,0.0273438,1.00007,-6.06403e-05,0,8.29788e-05,-0.00285084
107,3,0.839844,0.0273438,1.00007,-5.55939e-05,0,7.6895e-05,-0.00267239
108,3,0.847656,0.0273438,1.00006,-5.07842e-05,0,7.09776e-05,-0.00249571
109,3,0.855469,0.0273438,1.00006,-4.62187e-05,0,6.52516e-05,-0.00232165
110,3,0.863281,0.0273438,1.00005,-4.19027e-05,0,5.97385e-05,-0.002151
111,3,0.871094,0.0273438,1.00005,-3.78385e-05,0,5.44557e-05,-0.00198446
112,3,0.878906,0.0273438,1.00005,-3.40261e-05,0,4.9417e-05,-0.00182263
113,3,0.886719,0.0273438,1.00004,-3.0463e-05,0,4.46322e-05,-0.00166602
114,3,0.894531,0.0273438,1.00004,-2.71446e-05,0,4.0107e-05,-0.00151505
115,3,0.902344,0.0273438,1.00003,-2.40639e-05,0,3.58434e-05,-0.00137
116,3,0.910156,0.0273438,1.00003,-2.12119e-05,0,3.18393e-05,-0.00123105
117,3,0.917969,0.0273438,1.00003,-1.85775e-05,0,2.80892e-05,-0.00109826
118,3,0.925781,0.0273438,1.00003,-1.6148e-05,0,2.45839e-05,-0.000971595
119,3,0.933594,0.0273438,1.00002,-1.39089e-05,0,2.13107e-05,-0.00085087
120,3,0.941406,0.0273438,1.00002,-1.18442e-05,0,1.82541e-05,-0.000735808
121,3,0.949219,0.0273438,1.00002,-9.93653e-06,0,1.53955e-05,-0.000626022
122,3,0.957031,0.0273438,1.00002,-8.16737e-06,0,1.27138e-05,-0.000521028
123,3,0.964844,0.0273438,1.00002,-6.51715e-06,0,1.01858e-05,-0.000420251
124,3,0.972656,0.0273438,1.00001,-4.96542e-06,0,7.78608e-06,-0.000323035
125,3,0.980469,0.0273438,1.00001,-3.49102e-06,0,5.4879e-06,-0.000228663
126,3,0.988281,0.0273438,1.00001,-2.07225e-06,0,3.26313e-06,-0.000136359
127,3,0.996094,0.0273438,1.00001,-6.87015e-07,0,1.08276e-06,-4.53125e-05
0,4,0.00390625,0.0351562,1.00001,9.02209e-07,0,-1.17743e-06,4.84481e-05
1,4,0.0117188,0.0351562,1.00001,2.72108e-06,0,-3.54741e-06,0.000145757
2,4,0.0195312,0.0351562,1.00002,4.58323e-06,0,-5.96257e-06,0.000244295
3,4,0.0273438,0.0351562,1.00002,6.51715e-06,0,-8.45238e-06,0.000344856
4,4,0.0351562,0.0351562,1.00002,8.55083e-06,0,-1.10453e-05,0.000448194
5,4,0.0429688,0.0351562,1.00002,1.07116e-05,0,-1.37685e-05,0.000555007
6,4,0.0507812,0.0351562,1.00002,1.30257e-05,0,-1.66474e-05,0.000665927
7,4,0.0585938,0.0351562,1.00002,1.55183e-05,0,-1.97053e-05,0.000781507
8,4,0.0664062,0.0351562,1.00003,1.82135e-05,0,-2.29631e-05,0.000902208
9,4,0.0742188,0.0351562,1.00003,2.11333e-05,0,-2.6439e-05,0.00102839
10,4,0.0820312,0.0351562,1.00003,2.42985e-05,0,-3.01481e-05,0.00116031
11,4,0.0898438,0.0351562,1.00003,2.77275e-05,0,-3.41025e-05,0.00129812
12,4,0.0976562,0.0351562,1.00004,3.14368e-05,0,-3.83104e-05,0.00144183
13,4,0.105469,0.0351562,1.00004,3.54404e-05,0,-4.27766e-05,0.00159137
14,4,0.113281,0.0351562,1.00005,3.975e-05,0,-4.7502e-05,0.00174653
15,4,0.121094,0.0351562,1.00005,4.43744e-05,0,-5.24836e-05,0.00190701
16,4,0.128906,0.0351562,1.00005,4.93197e-05,0,-5.77145e-05,0.00207237
17,4,0.136719,0.0351562,1.00006,5.4589e-05,0,-6.31836e-05,0.0022421
18,4,0.144531,0.0351562,1.00006,6.01822e-05,0,-6.88761e-05,0.00241559
19,4,0.152344,0.0351562,1.00007,6.60963e-05,0,-7.47733e-05,0.00259212
20,4,0.160156,0.0351562,1.00007,7.23248e-05,0,-8.08528e-05,0.00277093
21,4,0.167969,0.0351562,1.00008,7.88579e-05,0,-8.70886e-05,0.00295115
22,4,0.175781,0.0351562,1.00008,8.56826e-05,0,-9.34513e-05,0.00313189
23,4,0.183594,0.0351562,1.00009,9.2782e-05,0,-9.99086e-05,0.00331219
24,4,0.191406,0.0351562,1.00009,0.000100136,0,-0.000106425,0.00349105
25,4,0.199219,0.0351562,1.00009,0.000107721,0,-0.000112964,0.00366746
26,4,0.207031,0.0351562,1.0001,0.00011551,0,-0.000119484,0.00384037
27,4,0.214844,0.0351562,1.0001,0.000123471,0,-0.000125944,0.00400871
28,4,0.222656,0.0351562,1.0001,0.00013157,0,-0.0001323,0.00417144
29,4,0.230469,0.0351562,1.0001,0.000139768,0,-0.000138508,0.00432747
30,4,0.238281,0.0351562,1.00011,0.000148023,0,-0.000144522,0.00447576
31,4,0.246094,0.0351562,1.00011,0.000156287,0,-0.000150295,0.00461526
32,4,0.253906,0.0351562,1.0001,0.000164511,0,-0.000155782,0.00474493
33,4,0.261719,0.0351562,1.0001,0.000172637,0,-0.000160934,0.00486376
34,4,0.269531,0.0351562,1.0001,0.000180608,0,-0.000165706,0.00497074
35,4,0.277344,0.0351562,1.0001,0.000188358,0,-0.000170052,0.0050649
36,4,0.285156,0.0351562,1.00009,0.000195817,0,-0.000173925,0.0051453
37,4,0.292969,0.0351562,1.00009,0.000202913,0,-0.000177282,0.00521099
38,4,0.300781,0.0351562,1.00008,0.000209566,0,-0.000180078,0.00526109
39,4,0.308594,0.0351562,1.00007,0.000215692,0,-0.000182272,0.00529471
40,4,0.316406,0.0351562,1.00006,0.000221202,0,-0.000183824,0.00531103
41,4,0.324219,0.0351562,1.00005,0.000226005,0,-0.000184694,0.00530923
42,4,0.332031,0.0351562,1.00004,0.000230005,0,-0.000184847,0.00528854
43,4,0.339844,0.0351562,1.00003,0.000233102,0,-0.000184249,0.00524827
44,4,0.347656,0.0351562,1.00001,0.000235195,0,-0.00018287,0.00518773
45,4,0.355469,0.0351562,0.999998,0.000236184,0,-0.000180681,0.00510634
46,4,0.363281,0.0351562,0.999982,0.00023597,0,-0.000177661,0.00500357
47,4,0.371094,0.0351562,0.999966,0.000234457,0,-0.000173789,0.00487901
48,4,0.378906,0.0351562,0.999949,0.000231555,0,-0.000169053,0.00473233
49,4,0.386719,0.0351562,0.999931,0.000227183,0,-0.000163445,0.00456334
50,4,0.394531,0.0351562,0.999914,0.000221272,0,-0.000156962,0.004372
51,4,0.402344,0.0351562,0.999896,0.000213769,0,-0.000149612,0.00415844
52,4,0.410156,0.0351562,0.999878,0.000204637,0,-0.000141405,0.00392295
53,4,0.417969,0.0351562,0.999861,0.000193862,0,-0.000132366,0.00366606
54,4,0.425781,0.0351562,0.999844,0.000181452,0,-0.000122522,0.00338849
55,4,0.433594,0.0351562,0.999829,0.000167443,0,-0.000111915,0.00309122
56,4,0.441406,0.0351562,0.999814,0.000151897,0,-0.000100591,0.00277544
57,4,0.449219,0.0351562,0.9998,0.000134906,0,-8.86099e-05,0.0024426
58,4,0.457031,0.0351562,0.999788,0.000116592,0,-7.60367e-05,0.00209441
59,4,0.464844,0.0351562,0.999778,9.71016e-05,0,-6.29467e-05,0.00173278
60,4,0.472656,0.0351562,0.999769,7.66097e-05,0,-4.94224e-05,0.00135983
61,4,0.480469,0.0351562,0.999763,5.53131e-05,0,-3.55531e-05,0.000977875
62,4,0.488281,0.0351562,0.999759,3.34275e-05,0,-2.14332e-05,0.000589375
63,4,0.496094,0.0351562,0.999756,1.11827e-05,0,-7.16138e-06,0.000196902
64,4,0.503906,0.0351562,0.999756,-1.11827e-05,0,7.16138e-06,-0.000196902
65,4,0.511719,0.0351562,0.999759,-3.34275e-05,0,2.14332e-05,-0.000589375
66,4,0.519531,0.0351562,0.999763,-5.53131e-05,0,3.55531e-05,-0.000977875
67,4,0.527344,0.0351562,0.999769,-7.66097e-05,0,4.94224e-05,-0.00135983
68,4,0.535156,0.0351562,0.999778,-9.71016e-05,0,6.29467e-05,-0.00173278
69,4,0.542969,0.0351562,0.999788,-0.000116592,0,7.60367e-05,-0.00209441
70,4,0.550781,0.0351562,0.9998,-0.000134906,0,8.86099e-05,-0.0024426
71,4,0.558594,0.0351562,0.999814,-0.000151897,0,0.000100591,-0.00277544
72,4,0.566406,0.0351562,0.999829,-0.000167443,0,0.000111915,-0.00309122
73,4,0.574219,0.0351562,0.999844,-0.000181452,0,0.000122522,-0.00338849
74,4,0.582031,0.0351562,0.999861,-0.000193862,0,0.000132366,-0.00366606
75,4,0.589844,0.0351562,0.999878,-0.000204637,0,0.000141405,-0.00392295
76,4,0.597656,0.0351562,0.999896,-0.000213769,0,0.000149612,-0.00415844
77,4,0.605469,0.0351562,0.999914,-0.000221272,0,0.000156962,-0.004372
78,4,0.613281,0.0351562,0.999931,-0.000227183,0,0.000163445,-0.00456334
79,4,0.621094,0.0351562,0.999949,-0.000231555,0,0.000169053,-0.00473233
80,4,0.628906,0.0351562,0.999966,-0.000234457,0,0.000173789,-0.00487901
81,4,0.636719,0.0351562,0.999982,-0.00023597,0,0.000177661,-0.00500357
82,4,0.644531,0.0351562,0.999998,-0.000236184,0,0.000180681,-0.00510634
83,4,0.652344,0.0351562,1.00001,-0.000235195,0,0.00018287,-0.00518773
84,4,0.660156,0.0351562,1.00003,-0.000233102,0,0.000184249,-0.00524827
85,4,0.667969,0.0351562,1.00004,-0.000230005,0,0.000184847,-0.00528854
86,4,0.675781,0.0351562,1.00005,-0.000226005,0,0.000184694,-0.00530923
87,4,0.683594,0.0351562,1.00006,-0.000221202,0,0.000183824,-0.00531103
88,4,0.691406,0.0351562,1.00007,-0.000215692,0,0.000182272,-0.00529471
89,4,0.699219,0.0351562,1.00008,-0.000209566,0,0.000180078,-0.00526109
90,4,0.707031,0.0351562,1.00009,-0.000202913,0,0.000177282,-0.00521099
91,4,0.714844,0.0351562,1.00009,-0.000195817,0,0.000173925,-0.0051453
92,4,0.722656,0.0351562,1.0001,-0.000188358,0,0.000170052,-0.0050649
93,4,0.730469,0.0351562,1.0001,-0.000180608,0,0.000165706,-0.00497074
94,4,0.738281,0.0351562,1.0001,-0.000172637,0,0.000160934,-0.00486376
95,4,0.746094,0.0351562,1.0001,-0.000164511,0,0.000155782,-0.00474493
96,4,0.753906,0.0351562,1.00011,-0.000156287,0,0.000150295,-0.00461526
97,4,0.761719,0.0351562,1.00011,-0.000148023,0,0.000144522,-0.00447576
98,4,0.769531,0.0351562,1.0001,-0.000139768,0,0.000138508,-0.00432747
99,4,0.777344,0.0351562,1.0001,-0.00013157,0,0.0001323,-0.00417144
100,4,0.785156,0.0351562,1.0001,-0.000123471,0,0.000125944,-0.00400871
101,4,0.792969,0.0351562,1.0001,-0.00011551,0,0.000119484,-0.00384037
102,4,0.800781,0.0351562,1.00009,-0.000107721,0,0.000112964,-0.00366746
103,4,0.808594,0.0351562,1.00009,-0.000100136,0,0.000106425,-0.00349105
104,4,0.816406,0.0351562,1.00009,-9.2782e-05,0,9.99086e-05,-0.00331219
105,4,0.824219,0.0351562,1.00008,-8.56826e-05,0,9.34513e-05,-0.00313189
106,4,0.832031,0.0351562,1.00008,-7.88579e-05,0,8.70886e-05,-0.00295115
107,4,0.839844,0.0351562,1.00007,-7.23248e-05,0,8.08528e-05,-0.00277093
108,4,0.847656,0.0351562,1.00007,-6.60963e-05,0,7.47733e-05,-0.00259212
109,4,0.855469,0.0351562,1.00006,-6.01822e-05,0,6.88761e-05,-0.00241559
110,4,0.863281,0.0351562,1.00006,-5.4589e-05,0,6.31836e-05,-0.0022421
111,4,0.871094,0.0351562,1.00005,-4.93197e-05,0,5.77145e-05,-0.00207237
112,4,0.878906,0.0351562,1.00005,-4.43744e-05,0,5.24836e-05,-0.00190701
113,4,0.886719,0.0351562,1.00005,-3.975e-05,0,4.7502e-05,-0.00174653
114,4,0.894531,0.0351562,1.00004,-3.54404e-05,0,4.27766e-05,-0.00159137
115,4,0.902344,0.0351562,1.00004,-3.14368e-05,0,3.83104e-05,-0.00144183
116,4,0.910156,0.0351562,1.00003,-2.77275e-05,0,3.41025e-05,-0.00129812
117,4,0.917969,0.0351562,1.00003,-2.42985e-05,0,3.01481e-05,-0.00116031
118,4,0.925781,0.0351562,1.00003,-2.11333e-05,0,2.6439e-05,-0.00102839
119,4,0.933594,0.0351562,1.00003,-1.82135e-05,0,2.29631e-05,-0.000902208
